GENEID	GeneSymbol	log2FoldChange	adj_pvalue	pvalue	Comparison
ENSMUSG00000062444	Ap3b2	0.2621456551152595	1	0.9007580365826425	Infected_vs_Non_Infected
ENSMUSG00000062456	Rpl9-ps6	-0.05019697642824541	1	0.8137405292933437	Infected_vs_Non_Infected
ENSMUSG00000062458	Gm8623	0.9027678609171221	1	0.44485560788296014	Infected_vs_Non_Infected
ENSMUSG00000062461	Gm5453	-0.32718274281463766	1	0.47443195959000845	Infected_vs_Non_Infected
ENSMUSG00000062464	Cyp4f37	0.76555733014075	1	0.8193696077051069	Infected_vs_Non_Infected
ENSMUSG00000062470	Fbxl12os	0.4632653473585952	1	0.6421662027228688	Infected_vs_Non_Infected
ENSMUSG00000062477	Hmgb1l	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000062480	Acat3	0.030522620120977385	1	0.9894813203185013	Infected_vs_Non_Infected
ENSMUSG00000062488	Ifit3b	5.280249149498188	8.689191171007392e-4	1.0842351026824491e-6	Infected_vs_Non_Infected
ENSMUSG00000062510	Nsl1	-0.021086557686875732	1	0.977952869975599	Infected_vs_Non_Infected
ENSMUSG00000062515	Fabp4	-0.7423874041755378	0.0032904747781851732	1.8036078089003337e-5	Infected_vs_Non_Infected
ENSMUSG00000062518	Zfp534	-1.4104415616296178	1	0.4289992225246809	Infected_vs_Non_Infected
ENSMUSG00000062519	Zfp398	0.001676206395816957	1	0.9909021668556459	Infected_vs_Non_Infected
ENSMUSG00000062524	Ncr1	0.10315210330010367	1	0.9274770743687019	Infected_vs_Non_Infected
ENSMUSG00000062526	Mppe1	-0.16038826413233004	1	0.3288584034554514	Infected_vs_Non_Infected
ENSMUSG00000062542	Syt9	-0.398422247275555	1	0.806129119205669	Infected_vs_Non_Infected
ENSMUSG00000062545	Tlr12	-0.2383959978566862	1	0.682043041942523	Infected_vs_Non_Infected
ENSMUSG00000062554	Gm12751	-0.16985659782557813	1	0.5998574696655592	Infected_vs_Non_Infected
ENSMUSG00000062561	Gm10118	-0.38857936041492885	1	0.8918002590649383	Infected_vs_Non_Infected
ENSMUSG00000062563	Cys1	-1.0581795810749348	1	0.13693835530902002	Infected_vs_Non_Infected
ENSMUSG00000062580	Timm17a	0.09483959333516483	0.6635739068413237	0.4122667037372711	Infected_vs_Non_Infected
ENSMUSG00000062582	Rpl30-ps8	0.19427260508220862	1	0.834125580024978	Infected_vs_Non_Infected
ENSMUSG00000062585	Cnr2	-0.8760914213183485	1	0.45336036579110517	Infected_vs_Non_Infected
ENSMUSG00000062588	Gm6104	0.18848868232687532	1	0.9551635720284315	Infected_vs_Non_Infected
ENSMUSG00000062590	Armc9	0.06488015103916822	1	0.8605606582006444	Infected_vs_Non_Infected
ENSMUSG00000062591	Tubb4a	0.0452743762115411	1	0.9190342923242244	Infected_vs_Non_Infected
ENSMUSG00000062593	Lilrb4	0.7022458532462529	1	0.09605413812924772	Infected_vs_Non_Infected
ENSMUSG00000062604	Srpk2	0.015875814504252805	0.9797601581668017	0.9051914253433144	Infected_vs_Non_Infected
ENSMUSG00000062609	Kcnj15	0.14993687762801736	0.7297684182105215	0.4453181390992672	Infected_vs_Non_Infected
ENSMUSG00000062611	Rps3a2	-0.6134653347078739	0.7063902376815707	0.0416608260294284	Infected_vs_Non_Infected
ENSMUSG00000062619	2310039H08Rik	-0.2705122446089241	1	0.2668527074590201	Infected_vs_Non_Infected
ENSMUSG00000062627	Mysm1	0.07528549320269254	0.8021425981515136	0.4755114842092687	Infected_vs_Non_Infected
ENSMUSG00000062638	Btnl1	1.0141889163796576	1	0.7456249277445255	Infected_vs_Non_Infected
ENSMUSG00000062646	Ganc	0.2332495905902857	0.7798756907716724	0.11506688095855722	Infected_vs_Non_Infected
ENSMUSG00000062647	Rpl7a	-0.21322939738591049	0.2670174581967666	0.02834517424399946	Infected_vs_Non_Infected
ENSMUSG00000062661	Ncs1	-1.0044750347081939	1	0.2234283150570351	Infected_vs_Non_Infected
ENSMUSG00000062683	Atp5g2	-0.013520202992863198	1	0.9160240145495766	Infected_vs_Non_Infected
ENSMUSG00000062687	Cks1brt	-1.1099193785326944	1	0.7405881384782772	Infected_vs_Non_Infected
ENSMUSG00000062691	Cebpzos	-0.07712001992117835	1	0.6585538166587344	Infected_vs_Non_Infected
ENSMUSG00000062694	Cav3	3.020548162525276	1	0.27205861479100985	Infected_vs_Non_Infected
ENSMUSG00000062704	9430002A10Rik	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000062713	Sim2	-0.3885799388672377	1	0.9071666046767111	Infected_vs_Non_Infected
ENSMUSG00000062727	Hist1h2bk	-0.22624843262023234	1	0.5743606880735792	Infected_vs_Non_Infected
ENSMUSG00000062729	Ppox	-0.09736857873921788	1	0.6795942595304608	Infected_vs_Non_Infected
ENSMUSG00000062742	Gm5239	0.25057725198955816	1	0.3606867433230997	Infected_vs_Non_Infected
ENSMUSG00000062743	Zfp677	0.31199067659422214	1	0.2978052176730672	Infected_vs_Non_Infected
ENSMUSG00000062751	Prss1	-1.109919378532694	1	0.7405881384782773	Infected_vs_Non_Infected
ENSMUSG00000062753	AI413582	-0.22129530102298148	0.8175460802495752	0.229853711085812	Infected_vs_Non_Infected
ENSMUSG00000062758	Gm16477	-0.985582158376082	1	0.3382556787001568	Infected_vs_Non_Infected
ENSMUSG00000062760	1810041L15Rik	1.9094808569652222	1	0.1576252457475767	Infected_vs_Non_Infected
ENSMUSG00000062761	Zfp512	-0.10043345278785122	0.8221574072904722	0.5256916666194777	Infected_vs_Non_Infected
ENSMUSG00000062762	Ei24	-0.66004168836452	5.449586332035287e-4	6.321241199897791e-7	Infected_vs_Non_Infected
ENSMUSG00000062778	Chia1	3.24674142223549	1	1	Infected_vs_Non_Infected
ENSMUSG00000062785	Kcnc3	-0.9934801991303288	1	0.08094901626837585	Infected_vs_Non_Infected
ENSMUSG00000062794	Zfp599	0.8089514815447548	1	0.07338551975082634	Infected_vs_Non_Infected
ENSMUSG00000062797	l7Rn6	-0.0402266225180283	1	0.8525061845478406	Infected_vs_Non_Infected
ENSMUSG00000062822	4833420G17Rik	0.1583321422186732	1	0.27007018561661367	Infected_vs_Non_Infected
ENSMUSG00000062825	Actg1	-0.11448382770683667	0.5451593664011942	0.2135278655907171	Infected_vs_Non_Infected
ENSMUSG00000062846	Gm14176	1.355992065997041	0.9046713997369176	0.035434956904677295	Infected_vs_Non_Infected
ENSMUSG00000062859	Tcp11	-1.140738363902911	0.26207204660603983	0.007501037261122654	Infected_vs_Non_Infected
ENSMUSG00000062861	Zfp28	0.7432693157063761	1	0.1423437206937638	Infected_vs_Non_Infected
ENSMUSG00000062866	Phactr2	0.03663652718821363	0.8811276004747188	0.7595142051246707	Infected_vs_Non_Infected
ENSMUSG00000062867	Impdh2	-9.121127525456489e-4	1	0.996001941330191	Infected_vs_Non_Infected
ENSMUSG00000062874	Gm4978	-3.0327643554854227	1	0.25135429352274535	Infected_vs_Non_Infected
ENSMUSG00000062896	Rpl31-ps11	-0.5837285487403739	1	0.7116443463796558	Infected_vs_Non_Infected
ENSMUSG00000062901	Klhl24	0.23977094767527074	0.33996470334504686	0.07961060575732204	Infected_vs_Non_Infected
ENSMUSG00000062906	Hdac10	0.05412059430590461	1	0.7678421295603834	Infected_vs_Non_Infected
ENSMUSG00000062908	Acadm	-0.0750943791778751	0.8322899083430847	0.6213023541863232	Infected_vs_Non_Infected
ENSMUSG00000062929	Cfl2	-0.05679438793103422	1	0.756540705812422	Infected_vs_Non_Infected
ENSMUSG00000062931	Zfp938	0.415211441240931	0.8951256341742719	0.12027910209822425	Infected_vs_Non_Infected
ENSMUSG00000062933	Gm10123	-0.42395849183890916	0.14946436753344614	0.014230653796048074	Infected_vs_Non_Infected
ENSMUSG00000062937	Mtap	0.050154556564338926	0.9477494019622175	0.797482039232443	Infected_vs_Non_Infected
ENSMUSG00000062939	Stat4	1.596067392188598	1	0.013207491189563639	Infected_vs_Non_Infected
ENSMUSG00000062944	9130023H24Rik	-0.002528384041031326	1	0.9923700735095876	Infected_vs_Non_Infected
ENSMUSG00000062949	Atp11c	0.16617703991208757	0.9537938242236791	0.3900180322095848	Infected_vs_Non_Infected
ENSMUSG00000062960	Kdr	0.09677412171284241	0.8825236577358746	0.6213081066535773	Infected_vs_Non_Infected
ENSMUSG00000062961	Ccdc177	2.5085325488330854	1	0.35492082452865814	Infected_vs_Non_Infected
ENSMUSG00000062963	Ufc1	-0.15986113782690267	0.5409565401502433	0.18597700448475504	Infected_vs_Non_Infected
ENSMUSG00000062980	Cped1	0.536565226912424	0.15533751285717254	0.003163661243112566	Infected_vs_Non_Infected
ENSMUSG00000062981	Mrpl42	-0.04741244006259743	0.9136545367501475	0.6540459758212849	Infected_vs_Non_Infected
ENSMUSG00000062991	Nrg1	0.30630364143088956	1	0.43903099428940734	Infected_vs_Non_Infected
ENSMUSG00000062995	Ica1	-0.08639913901176978	0.6223252948232482	0.34813195270287856	Infected_vs_Non_Infected
ENSMUSG00000062997	Rpl35	-0.08733042257878287	0.8272454232136603	0.5371395332470237	Infected_vs_Non_Infected
ENSMUSG00000063001	Gm9701	-1.0155230798160937	1	0.49122793631429545	Infected_vs_Non_Infected
ENSMUSG00000063011	Msln	-2.4071016835008883	1	0.29609728064024393	Infected_vs_Non_Infected
ENSMUSG00000063015	Ccni	-0.2672240939835869	0.49213034440293596	0.08711506486292873	Infected_vs_Non_Infected
ENSMUSG00000063018	2010204K13Rik	-0.15966069345113418	1	0.8817686167047916	Infected_vs_Non_Infected
ENSMUSG00000063019	Manbal	-0.05923221858525813	1	0.7021805467398646	Infected_vs_Non_Infected
ENSMUSG00000063021	Hist1h2ak	-0.09789009928241853	1	0.8093957873499003	Infected_vs_Non_Infected
ENSMUSG00000063047	Zfp780b	-0.0782172697050865	1	0.7247978954665588	Infected_vs_Non_Infected
ENSMUSG00000063049	Ing2	0.22465180582436334	0.5322411118992002	0.04172490840902184	Infected_vs_Non_Infected
ENSMUSG00000063052	Lrrc40	0.15359224801317026	0.8339628795304939	0.26603486848102886	Infected_vs_Non_Infected
ENSMUSG00000063060	Sox7	0.24184950306510433	1	0.5969642680068568	Infected_vs_Non_Infected
ENSMUSG00000063065	Mapk3	0.011852744582976955	0.9970942387512663	0.9189090242745361	Infected_vs_Non_Infected
ENSMUSG00000063077	Kif1b	-0.020981314685711266	0.9389926234427051	0.7964243663225161	Infected_vs_Non_Infected
ENSMUSG00000063087	Gm10125	3.206803160891914	1	0.03268548314796855	Infected_vs_Non_Infected
ENSMUSG00000063108	Zfp26	0.1685448586705077	0.9115636023104423	0.20188216302751813	Infected_vs_Non_Infected
ENSMUSG00000063109	Dgkeos	-0.3885797504174967	1	0.9028992856127278	Infected_vs_Non_Infected
ENSMUSG00000063129	Aldoart2	0.13668380953498072	1	0.7533529226372884	Infected_vs_Non_Infected
ENSMUSG00000063130	Calml3	0.8193956237711854	1	0.7444925052513905	Infected_vs_Non_Infected
ENSMUSG00000063133	Klk1b1	1.5527003033100975	1	0.6420524238543572	Infected_vs_Non_Infected
ENSMUSG00000063142	Kcnma1	-2.9492181810753086	1	0.13113226818972426	Infected_vs_Non_Infected
ENSMUSG00000063145	Bbs5	-7.355040499820516e-5	1	0.9998476439923661	Infected_vs_Non_Infected
ENSMUSG00000063146	Clip2	-0.033526848616936264	0.937392924781796	0.8332086858814243	Infected_vs_Non_Infected
ENSMUSG00000063160	Numbl	0.2282235445546587	0.7777166160664329	0.1177111104827128	Infected_vs_Non_Infected
ENSMUSG00000063166	Gm5449	0.1884886823268749	1	0.9551635720284316	Infected_vs_Non_Infected
ENSMUSG00000063171	Rps4l	-0.24255584069749483	0.39499430067896546	0.07348647640672026	Infected_vs_Non_Infected
ENSMUSG00000063172	Hspb11	-0.2507299788072045	1	0.18868822642186633	Infected_vs_Non_Infected
ENSMUSG00000063179	Pstk	-0.10908712921595644	1	0.6050362712259225	Infected_vs_Non_Infected
ENSMUSG00000063193	Cd300lb	1.2793257716196544	1	0.17203401844626587	Infected_vs_Non_Infected
ENSMUSG00000063200	Nol7	-0.020040793878624244	1	0.8647712295328998	Infected_vs_Non_Infected
ENSMUSG00000063229	Ldha	-0.2986195927185128	0.3932657287826024	0.07547048044062814	Infected_vs_Non_Infected
ENSMUSG00000063234	Gpr84	-1.849835396519387	1	0.4407886247034929	Infected_vs_Non_Infected
ENSMUSG00000063235	Ptpmt1	-0.24702310345904607	0.3863802869985914	0.039511524673661064	Infected_vs_Non_Infected
ENSMUSG00000063236	1110038F14Rik	-0.22393978120836844	0.6094112561230414	0.1055992325529363	Infected_vs_Non_Infected
ENSMUSG00000063239	Grm4	-0.5745069840968602	1	0.7630817769035405	Infected_vs_Non_Infected
ENSMUSG00000063245	Gm13248	0.7924564804982115	1	0.10755063253514413	Infected_vs_Non_Infected
ENSMUSG00000063251	Krtap4-1	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000063253	Scoc	0.1268577060024383	1	0.49817505599126527	Infected_vs_Non_Infected
ENSMUSG00000063254	B230325K18Rik	-0.487203463282658	1	0.41040034343611836	Infected_vs_Non_Infected
ENSMUSG00000063268	Parp10	0.6770266127060278	0.41684536842024617	0.023312448689229322	Infected_vs_Non_Infected
ENSMUSG00000063273	Naa15	0.04087063402881117	0.8451959217307545	0.7125237549673054	Infected_vs_Non_Infected
ENSMUSG00000063275	Hacd1	-0.2687562126873198	0.7559346172432776	0.1786993795621286	Infected_vs_Non_Infected
ENSMUSG00000063281	Zfp35	-0.10675343493135343	0.7568975079340364	0.373297649895798	Infected_vs_Non_Infected
ENSMUSG00000063286	Gm8995	0.8609709424755251	0.059101192433540825	6.381131755265149e-4	Infected_vs_Non_Infected
ENSMUSG00000063296	Tmem117	-0.32867043224869585	1	0.36913023527272315	Infected_vs_Non_Infected
ENSMUSG00000063314	Gm12657	-0.3181866996248095	0.9702432870038328	0.24751215513443475	Infected_vs_Non_Infected
ENSMUSG00000063316	Rpl27	-0.20781544558953563	0.27443464738569373	0.031612216001954345	Infected_vs_Non_Infected
ENSMUSG00000063317	Usp31	0.09957445171745759	1	0.661548019763412	Infected_vs_Non_Infected
ENSMUSG00000063320	1190007I07Rik	-0.12952063073565143	1	0.7453679807109117	Infected_vs_Non_Infected
ENSMUSG00000063328	Gm9396	-0.1657437943923819	1	0.6419036792388542	Infected_vs_Non_Infected
ENSMUSG00000063334	Krr1	-8.422650772874385e-4	1	0.9958209628007703	Infected_vs_Non_Infected
ENSMUSG00000063354	Slc39a4	0.056618621976388804	0.9063273515097464	0.7459207992488994	Infected_vs_Non_Infected
ENSMUSG00000063358	Mapk1	-0.04823522977342523	0.9878878391061668	0.6478985886823843	Infected_vs_Non_Infected
ENSMUSG00000063362	Alg11	0.20156712979149857	0.5892293798902153	0.1993410829132305	Infected_vs_Non_Infected
ENSMUSG00000063364	3300002I08Rik	-0.12028413194322712	1	0.8082330020030756	Infected_vs_Non_Infected
ENSMUSG00000063382	Bcl9l	0.19995558822777978	0.5930657800390423	0.21585587520220903	Infected_vs_Non_Infected
ENSMUSG00000063383	Zfp947	0.2448413311218052	1	0.4006538113717081	Infected_vs_Non_Infected
ENSMUSG00000063388	BC023105	0.76555733014075	1	0.8193696077051069	Infected_vs_Non_Infected
ENSMUSG00000063406	Tmed5	0.10670975810035511	0.7288368098644772	0.4433571397831247	Infected_vs_Non_Infected
ENSMUSG00000063410	Stk24	-0.17338413740311434	0.5702080199380942	0.19180951369048427	Infected_vs_Non_Infected
ENSMUSG00000063412	Gm10131	0.4252201033788579	1	0.3530638670675646	Infected_vs_Non_Infected
ENSMUSG00000063415	Cyp26b1	-3.2976098665117464	1	0.20702373802211485	Infected_vs_Non_Infected
ENSMUSG00000063428	Ddo	0.06650864285054474	1	0.8817060264516773	Infected_vs_Non_Infected
ENSMUSG00000063430	Wscd2	0.3373910881672422	1	0.3453603163342405	Infected_vs_Non_Infected
ENSMUSG00000063439	B9d2	0.48369532051908054	1	0.5820673688339175	Infected_vs_Non_Infected
ENSMUSG00000063442	Gm7117	-0.8375593573293519	1	0.5769249734179405	Infected_vs_Non_Infected
ENSMUSG00000063445	Nmral1	0.44683745031932215	1	0.25289003827253004	Infected_vs_Non_Infected
ENSMUSG00000063446	Lppr1	-0.9696783797209076	1	0.7071008539342548	Infected_vs_Non_Infected
ENSMUSG00000063450	Syne2	-0.22855519338024194	0.47155991630898664	0.11906048120548383	Infected_vs_Non_Infected
ENSMUSG00000063455	D630045J12Rik	-0.43005999946752965	0.297153596344636	0.034743307734978184	Infected_vs_Non_Infected
ENSMUSG00000063457	Rps15	-0.16221132603618338	0.571096983798182	0.1934036637247187	Infected_vs_Non_Infected
ENSMUSG00000063458	1700112E06Rik	0.4339944634622912	1	0.48011914329297695	Infected_vs_Non_Infected
ENSMUSG00000063480	Nhp2l1	-0.15499161699651615	0.6936786610103356	0.29359690832926194	Infected_vs_Non_Infected
ENSMUSG00000063488	Zkscan7	0.07497065086069456	1	0.6538294789022521	Infected_vs_Non_Infected
ENSMUSG00000063506	Arhgap22	0.06715995641866067	1	0.7088243853853065	Infected_vs_Non_Infected
ENSMUSG00000063511	Snrnp70	0.07055800028940235	0.7955969719901546	0.5825442750324421	Infected_vs_Non_Infected
ENSMUSG00000063514	Gm6756	-1.109919378532694	1	0.7405881384782773	Infected_vs_Non_Infected
ENSMUSG00000063522	2010109I03Rik	-2.3975173162883663	0.03277896193032409	5.801399619292843e-4	Infected_vs_Non_Infected
ENSMUSG00000063524	Eno1	-0.15442125430763912	0.5594283804663541	0.17756608673485974	Infected_vs_Non_Infected
ENSMUSG00000063529	Stmnd1	0.6094504246949842	1	0.5038533145205222	Infected_vs_Non_Infected
ENSMUSG00000063531	Sema3e	-0.7649922127137481	0.36407228115260054	0.06078932634329481	Infected_vs_Non_Infected
ENSMUSG00000063535	Zfp773	-0.7440479760431007	1	0.2903784044539237	Infected_vs_Non_Infected
ENSMUSG00000063543	Gm5616	0.308609019638449	1	0.6725838847422954	Infected_vs_Non_Infected
ENSMUSG00000063550	Nup98	-0.011029472366048232	1	0.9071052024111679	Infected_vs_Non_Infected
ENSMUSG00000063556	Gm10132	-0.46045580827359933	0.6853959768629866	0.10500566000667884	Infected_vs_Non_Infected
ENSMUSG00000063558	Aox1	0.6658866939300312	1	0.1383446635461767	Infected_vs_Non_Infected
ENSMUSG00000063564	Col23a1	0.5111512673228946	0.7469553102519139	0.10262695590930115	Infected_vs_Non_Infected
ENSMUSG00000063568	Jazf1	-0.4147835332680616	1	0.5475447933086179	Infected_vs_Non_Infected
ENSMUSG00000063576	Klhdc3	-0.04074732732434503	0.8951256341742719	0.6965260570231546	Infected_vs_Non_Infected
ENSMUSG00000063586	Gm5513	-0.5393454245760978	1	0.8010509023121164	Infected_vs_Non_Infected
ENSMUSG00000063594	Gng8	1.124254082493788	1	0.4521126166891445	Infected_vs_Non_Infected
ENSMUSG00000063600	Egfem1	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000063605	Ccdc102a	0.04972341626313227	1	0.8916513552458545	Infected_vs_Non_Infected
ENSMUSG00000063611	Gm10134	-1.933616185712105	1	0.11143539167284533	Infected_vs_Non_Infected
ENSMUSG00000063623	C230062I16Rik	0.32936678990955404	1	0.7343980216644057	Infected_vs_Non_Infected
ENSMUSG00000063632	Sox11	-0.07605842882619883	1	0.9502580712937756	Infected_vs_Non_Infected
ENSMUSG00000063646	Jakmip1	-0.46275730832072803	0.27225046976480705	0.032351608205156986	Infected_vs_Non_Infected
ENSMUSG00000063652	Slc22a21	0.09948316511603517	1	0.8365275727300079	Infected_vs_Non_Infected
ENSMUSG00000063656	Gm10135	1.9770812585918351	1	0.23675507053895442	Infected_vs_Non_Infected
ENSMUSG00000063659	Zbtb18	-0.11180251202313221	0.7879503081558554	0.4547378931715249	Infected_vs_Non_Infected
ENSMUSG00000063661	Krt73	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000063663	Brwd3	0.054127656121533044	0.8240384934128183	0.600783931738559	Infected_vs_Non_Infected
ENSMUSG00000063672	Nkx6-3	-7.015542953881983	0.002475457323675066	2.662464628553321e-6	Infected_vs_Non_Infected
ENSMUSG00000063681	Crb1	0.663152113804664	1	0.6627676855849111	Infected_vs_Non_Infected
ENSMUSG00000063683	Glyat	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000063684	Gm13910	0.04396190654894413	1	0.9025827451588171	Infected_vs_Non_Infected
ENSMUSG00000063687	Pcdhb5	2.0092080169122695	1	0.02053264436902724	Infected_vs_Non_Infected
ENSMUSG00000063689	Hist2h2ab	-0.3906705671693594	1	0.29019447751088095	Infected_vs_Non_Infected
ENSMUSG00000063694	Cycs	-0.15613458043490896	0.48797471717031055	0.1282362656078813	Infected_vs_Non_Infected
ENSMUSG00000063696	Gm8730	-0.37928794063637283	1	0.19386792204814507	Infected_vs_Non_Infected
ENSMUSG00000063698	Sfxn4	-0.11540760140222585	1	0.9266791471671599	Infected_vs_Non_Infected
ENSMUSG00000063704	Mapk15	0.31001093674426056	1	0.8932205816768718	Infected_vs_Non_Infected
ENSMUSG00000063714	Sp3os	0.08873744573260099	1	0.7966599583375908	Infected_vs_Non_Infected
ENSMUSG00000063727	Tnfrsf11b	-0.14868975462570153	1	0.7352131181990424	Infected_vs_Non_Infected
ENSMUSG00000063730	Hsd3b2	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000063739	Gm4963	0.4860522993011209	1	0.7607332846350411	Infected_vs_Non_Infected
ENSMUSG00000063751	Platr8	2.7469787719235037	1	0.39962184572934495	Infected_vs_Non_Infected
ENSMUSG00000063754	Gm10136	-0.7255410464662616	1	0.09566237014293788	Infected_vs_Non_Infected
ENSMUSG00000063757	4632433K11Rik	-0.010160124424715757	1	0.9821619415783972	Infected_vs_Non_Infected
ENSMUSG00000063760	Rnf217	-0.06855748904164251	0.8356354602826724	0.5470617011144416	Infected_vs_Non_Infected
ENSMUSG00000063765	Chadl	0.1039596354764805	1	0.9340672306606055	Infected_vs_Non_Infected
ENSMUSG00000063767	S100a7a	-0.203652612660808	1	0.8453538073643629	Infected_vs_Non_Infected
ENSMUSG00000063779	Chil4	-3.878863593994489	1	0.03623434216427929	Infected_vs_Non_Infected
ENSMUSG00000063785	Utp14a	0.2860093662279376	0.7389171332519882	0.1337826628221782	Infected_vs_Non_Infected
ENSMUSG00000063787	Chchd1	0.09649577712884487	1	0.5237839434978167	Infected_vs_Non_Infected
ENSMUSG00000063796	Slc22a8	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000063800	Prpf38a	-0.0351108620858968	1	0.8086953236446208	Infected_vs_Non_Infected
ENSMUSG00000063801	Ap3s2	0.013974037237260147	1	0.9288701466044101	Infected_vs_Non_Infected
ENSMUSG00000063802	Hspbp1	-0.2626349248873481	0.8189618876274021	0.1811256374642904	Infected_vs_Non_Infected
ENSMUSG00000063808	Gpatch1	0.07009181145616472	0.8327098000113016	0.5124351020150985	Infected_vs_Non_Infected
ENSMUSG00000063810	Alms1	-0.34091944892276405	0.8368434586165376	0.17485689638602878	Infected_vs_Non_Infected
ENSMUSG00000063816	Gm4987	1.4289652800327897	1	0.6503536319170182	Infected_vs_Non_Infected
ENSMUSG00000063820	Arl9	2.1850724069436	1	0.4973608460586043	Infected_vs_Non_Infected
ENSMUSG00000063830	Gm6065	1.2737471757569996	1	0.48739936041744886	Infected_vs_Non_Infected
ENSMUSG00000063838	Cdc42ep5	-0.27798916069986307	0.29539271754427604	0.05487837647655091	Infected_vs_Non_Infected
ENSMUSG00000063849	Ppcdc	-0.27817308088124454	1	0.1992880268636015	Infected_vs_Non_Infected
ENSMUSG00000063851	Rnf183	0.817216445634814	1	0.7079109399577697	Infected_vs_Non_Infected
ENSMUSG00000063856	Gpx1	-0.3251353808368544	0.2815217044935191	0.033264978510183354	Infected_vs_Non_Infected
ENSMUSG00000063870	Chd4	0.14203830663730604	0.705372560023049	0.3430059721939885	Infected_vs_Non_Infected
ENSMUSG00000063873	Slc24a3	0.8269663206438315	0.47042782193672594	0.02977149226994325	Infected_vs_Non_Infected
ENSMUSG00000063875	Rps6-ps1	0.1701795773468249	1	0.5416363719332076	Infected_vs_Non_Infected
ENSMUSG00000063882	Uqcrh	-0.3058815083625858	0.12043932853478917	0.007903630631317335	Infected_vs_Non_Infected
ENSMUSG00000063884	Ptcd3	0.05233635474117167	1	0.8058924652701799	Infected_vs_Non_Infected
ENSMUSG00000063885	Gm6498	0.6212636916026693	1	0.5935361263897991	Infected_vs_Non_Infected
ENSMUSG00000063887	Nlgn1	-2.323967426020081	1	0.48042155314813434	Infected_vs_Non_Infected
ENSMUSG00000063888	Rpl7l1	-0.1055703517644438	0.780207385693441	0.41024059493155635	Infected_vs_Non_Infected
ENSMUSG00000063889	Crem	0.39109143154423437	1	0.2593154759539707	Infected_vs_Non_Infected
ENSMUSG00000063894	Zkscan8	-0.007990371004284541	1	0.9643838780950202	Infected_vs_Non_Infected
ENSMUSG00000063895	Nupl1	0.05386650095087592	0.8160765576443206	0.5803681876084699	Infected_vs_Non_Infected
ENSMUSG00000063902	Gm7964	-0.04865291756553569	0.8677584872047618	0.6145728682837244	Infected_vs_Non_Infected
ENSMUSG00000063903	Klk1	-0.6571035280369308	1	0.19210721370986947	Infected_vs_Non_Infected
ENSMUSG00000063904	Dpp3	-0.09683268305771622	0.887648148855761	0.4708715697605434	Infected_vs_Non_Infected
ENSMUSG00000063911	Tdgf1-ps2	2.3424438842450956	1	0.4525359490925657	Infected_vs_Non_Infected
ENSMUSG00000063919	Srrm4	-1.7299962650563183	1	0.603108145894881	Infected_vs_Non_Infected
ENSMUSG00000063929	Cyp4a32	0.18848868232687493	1	0.9551635720284316	Infected_vs_Non_Infected
ENSMUSG00000063931	Pepd	-0.06898974267402097	0.8080736241884446	0.4957950568399874	Infected_vs_Non_Infected
ENSMUSG00000063935	Zar1	-1.1099193785326944	1	0.7405881384782772	Infected_vs_Non_Infected
ENSMUSG00000063952	Brpf3	-0.0968193369079308	0.8694701957612927	0.43510327795372095	Infected_vs_Non_Infected
ENSMUSG00000063953	Amd2	-0.30849424995693653	1	0.3095036097869824	Infected_vs_Non_Infected
ENSMUSG00000063954	Hist2h2aa2	-1.2190987842354726	1	0.07310460666801265	Infected_vs_Non_Infected
ENSMUSG00000063972	Nr6a1	0.22979181635842164	0.8563259101553724	0.2673407035952882	Infected_vs_Non_Infected
ENSMUSG00000064016	Gm648	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000064023	Klk8	-0.1647887655219067	1	0.7797986640878324	Infected_vs_Non_Infected
ENSMUSG00000064030	Wibg	0.04999015929730089	1	0.792656982523155	Infected_vs_Non_Infected
ENSMUSG00000064032	Gm10143	-1.1652280230294154	1	0.3649759841457573	Infected_vs_Non_Infected
ENSMUSG00000064036	Mro	-1.3609119430016878	1	0.2759693716057657	Infected_vs_Non_Infected
ENSMUSG00000064037	Gpn1	0.15343682265911154	1	0.46560106916085603	Infected_vs_Non_Infected
ENSMUSG00000064043	Trerf1	0.07105913769639825	0.8797319789640808	0.6207809616671511	Infected_vs_Non_Infected
ENSMUSG00000064057	Scgb3a1	0.5668395556278741	1	0.6435262413737499	Infected_vs_Non_Infected
ENSMUSG00000064061	Dzip3	0.011398407632621725	1	0.9667052745624363	Infected_vs_Non_Infected
ENSMUSG00000064063	BC048507	3.4605850279060246	1	0.09205765139364513	Infected_vs_Non_Infected
ENSMUSG00000064065	Ipcef1	0.547634621881718	1	0.22450977463655028	Infected_vs_Non_Infected
